ulasan_clean,sentimen,,,,,,
woyy garena kalau buat game itu jangan diperbarui mlu lah saya pas main pelayanan pelanggan tiba handphone saya geter layar tidak bisa gerak bagaimana sih lu buat game aduh,positif,,,,,,
sistem matchmaking tidak adil benar aneh terlihat musuh bagus sedangkan di tim yahh player baru main gratis fire terlihat perbedaan yang sangat jauh itukah apa bukan game bayar to win terbukti,negatif,,,,,,
bagus grafik nya bagus banget tapi ada kekurangan semua item dari segi tembak nya itu nyepin nya mahal dan dari segi skil kurang puas maka saya beri bintang,negatif,,,,,,
garena kenapa pas kita tuh lagi main seru serunya eh jaringannya bahkan mana pas zona amannya lagi menyusut ya jelas mati lah,positif,,,,,,
keluah yang bikin aku emosi sinyal karena saat wifi saya bagus game ini ya lebih tepatnya gratis fire menjadi merah dan itu bikin saya emosi ting king grafik garafik dahulu memang jelek tapi saat di grafik itu masih bagus cuman sekarang grafik jadi jelek kenangan palayer old dahulu ada beberapa senjata yang bagus krisbow cg dan tempat paling bagus dan banyak kenangan yaitu peak old kumohon kembalikankulgar peak senjata kami rindu semua itu garena pesan dari irfan zauharia,negatif,,,,,,
developer tolong gangguan saat login kok reset sendiri setelah di reset kok tidak bisa di kasih nama padahal semua nama yang baik sudah saya coba kenapa dan satu lagi kenapa sekarang sering frame patah lagi pada game tolong ini sangat menggangu sekali,negatif,,,,,,
game nya sih bagus tapi jaringannya bejirr masa sudah pakai data sama wifi tetap tidak bisa login biasa login tapi harus di ulang,netral,,,,,,
memberikan musuh yang jago giliran memberikan teman yang bot tidak seimbang lah jadi nya minimal kalau memberikan lawan yang setara lah garena saya menang kali kalah kali anj,negatif,,,,,,
walau pun game buriq tetapi saya unduh juga wkwkkwk game ini sangat bagus saya suka tetapi juga ada kendala waktu itu akun saya hilang entah kenapa tiba tapi saya mulai lagi dari awal sampai sekarang buat developer terima kasih ya sudah buat aplikasi yang menghibur ini lain kali buat aplikasi yang berguna ya bagi anak sekarang sukses selalu garena,negatif,,,,,,
diperbarui sekarang banyak buff tidak jls contohnya di pelayanan pelanggan rank kadang tiba ngestag sendiri atau ngejj kalau kata orang tolong lah garena di perbaikan buff itu jujur saya tidak nyaman kalau lagi main muncul buff itu tiba,positif,,,,,,
gamenya bagus banget tapi kadang ping nya wae kalau nembak musuh pas lari juga akan soalnya aku pakai wifi orang main harus berdiri terus juga kenapa guild war jam kenapa jadi jam segitu ngalangin buat aku sholat biasanya waktu itu jam kenapa sekarang jadi jam magrib,negatif,,,,,,
box tolong jaringan nya di bagusin dikit biar enak main nya kalau bagus ini game paling keren lah semangat box semoga game ini banyak orang minat lagi aku sebagi player ml cuman game ini keren sudah,positif,,,,,,
ini kenapa ini ff padahal baru juga unduh tapi pas login tidak bisa main ada tulisan membaca informasi game mohon tunggu ini kenapa tolong di perbaikii,positif,,,,,,
game sudah bagus grafik lumayan tapi tolong lah kasih event yang menarik atau gratisan terus jangan lupa saya menangis membayangkan betapa kejamnya diri mau a kas diirku kau buat akan cinta ini kau berak,positif,,,,,,
tolong secepat mungkin perbaikan gangguan sinyal garena padahal jaringan saya baik saja sudah beberapa hari tidak bisa dibuka tolong di perbaiki secepat mungkin,positif,,,,,,
tolong garena hapusin gangguan damage saya sudah berapa kali headshot tetap tidak mati tolong hapusin gangguan damage karena saya telah mengalaminya hal itu setiap hari dan game ini kikir teman saya pensi main ini karena gangguan damage dan tolong hapus gangguan damage,negatif,,,,,,
mohon maaf jika saya kasih bintang satu ya karena banyak hal yang membuat emosi contoh gangguan atau kecurangan dan saya hanyalah ingi bercerita tentang game ini di game ini saya merasakan di curangi seperti lawan dan musuh tidak seimbang dan banyak gangguan dan handphone saya juga handphone murah yang gampang ngelek tidak itu sering terjadi dan parahnya saya itu perbulan topap rp buat beli boyahpas tapi sering dikasih yang tidak sepadan tolong lah garena,negatif,,,,,,
gratis fire memang game terbaik tapi tolong ya kalau saya spin incubator tolong minimal di kasih bluprint terima kasih,positif,,,,,,
teruntuk developer tolong saya ini player baru yang baru naik ke heroic di pelayanan pelanggan rank tapi bahkan ketemu player yang master yang sudah lama main tolong dong sesuai akan,positif,,,,,,
game jelek makin kesini makin banyak gangguan kayak koneksi jelek padahal bagus sudah kalian mending pensi saja biar jadi game mati sekalian,negatif,,,,,,
kok tidak adil banget ya nih ff padahal saya masuk besar kill musuh tapi masih saja turun rank kok bisa ya jangan sampai saya uninstall dan laporkan ini game ya,negatif,,,,,,
gangguan sebelumnya normal tapi sudah hari ini poor connection tidak bisa buat main apapun padahal buat game lain platfrom lain lancar,negatif,,,,,,
garena ini bagaimana aku loding tidak nambah loding nya tolong perbaikan data sudah baru beli tetap tidak bisa teman saya juga sama dia sampai pensi,negatif,,,,,,
game nya bagus tapi kenapa senjata famas tidak nambah atribut apa ya akan sudah ada yang versi chip barang kali anda mau mengupdate aplikasi ini saya mau menyarankan untuk menambahkan beberapa atribut ke senjata famas berchip oke segitu saja dari saya semangat ya,negatif,,,,,,
game bagus cuma kok semakin tinggi rank nya semakin tim nya kadang dapat bot sedangkan musuh itu jago kalau kalah minus banyak kalau menang naik nya dikit aneh banget sumpah sama woy garena kok sekarang pelit amat kalau spin susah banget dapat nya padahal dahulu tuh kayak tingkat hoki kita tuh besar kalau ada perbaikan saya kasih bintang sama gangguan damage ilangin lah garena hahahaha by the way gift diamond dong,negatif,,,,,,
gemnya mah sudah bagus tapi padahal jaringannya lancar tapi pas main lambat dan pas ff saya dihapus lalu unduh lagi bahkan lama loginnya,positif,,,,,,
tolong dong yang level dibawah jangan dicampurin nyesuain sama level masa iya level dicampur level yang dibawah naikin pelayanan pelanggan baru nya makin susah,positif,,,,,,
tolong garena di perbaikan tentang event incubator karena saya menghabiskan tiket lebih tidak dapat apa garena tolong di perbaikan atau saya tidak akan memainkan game ini lagi,positif,,,,,,
kecewa sih sama gratis fire sekarang banyak gangguan nya seperti puluru nembus tembok glowal dan itu membuat saya tidak nyaman memainkan nya terlalu mementingkan even ketimbang sistem nya saya harap kedepan nya bisa di perbaikan,netral,,,,,,
bagus cuma sepi saja klau mau ramai bikin kayak yang dahulu lebih simpel dan dikenal game jelek sama tidak ada pintu terus inget banget dahulu pada minta give alok tapi sekarang mendapatkan alok bahkan lebih mudah dan juga item lainnya pada lebih gacor terus aku dragon saya kangen banget jadi nostalgia,negatif,,,,,,
saran saya tolong ya kalau pakai data tuh login nya jangan lambat mulu sinyal oke saja tetap saja login nya lambat di ff perbaikan sudah ini game sepi,positif,,,,,,
ff banyak gangguan ff kalau buat dowload data lama banget padahal sinyal bagus penyimpanan masih bisa tapi kok tidak bisa ini kenapa ya tolong di benerin ya soalnya kalau main tidak pakai skin tidak enak,negatif,,,,,,
permainan ini seru bisa menghibur aku kalau lagi sedih dan juga aku sering banget kalau aku lagi gabut aku sukanya main game gratis fire ini dan karena game ini seru jadi aku kasih bintang walaupun suka error ya tapi game ini menghibur aku kok sudah begitu saja terima kasih sudah baca bye,positif,,,,,,
garena mohon dijawab ya gamenya memang bagus tapi jaringannya suka lagi terus kalau lagi main suka minus gara tim yang tidak kompak dan benerin juga itu jaringannya suka ngleg dan suka banget dapat teman yang bot atau tidak bisa main semoga cepat di ubah aminn,positif,,,,,,
tolong lebih diperhatikan lagi tentang event spin relaunch mulu anjrr bosen egee minimal skin baru lah bp ampass sudah tidak seperti elitepass yang exlusive buat tim design developer pembuat bundle mending pecat saja sih kata saya mh tidak kreatif,negatif,,,,,,
epep tidak adil masa saya pas main selalu bertemu musuh yang tidak sesuai dengan rank saya padahal rank saya masih rendah tolong dong beri saya musuh yang mudah saya setiap hari lose streak terus belum pernah menang tolong dong sistem nya bagaimana sih dasar game tolol,negatif,,,,,,
aneh tiba di blacklist sampai batas waktu yang tidak ditentukan di sangkakan akun modif tidak pernah pakai chit dan cuk,negatif,,,,,,
nya pas diperbarui ff tamba bagus tapi ada buk yang ngeselin banget di saat main pelayanan pelanggan pasti ada yang perna mengalami di mode pelayanan pelanggan ketika pergi tu layar nya jadi kuning saat main lagi perang sama musuh tu layar nya geter sendiri tidak bisa di kendalikan apa lagi kalau suda tu harus keluar terus login ulang itu paling ngeselin di mode pelayanan pelanggan karena gangguan itu honor skor ngurang tidak bisa main baru dan pelayanan pelanggan tolong mimin garena tolong di perbaikin karena tidak nyaman kalau postingan saya ada manfaatnya tolong tekan ya,negatif,,,,,,
kenapa kalau pakai unlimited gaming axis kok tidak bisa main game gratis fire dan tolong di perbaikan untuk bisa main game gratis fire dengan kuota unlimited gaming sekian terima kasih,positif,,,,,,
wajar saja ff ini banyak orang memutuskan pakai aplikasi pihak ke atau chiter biar tidak soalnya game ini suka patah lambat apa lagi kalau bertemu lawan langsung tu pedahal jaringan bagus kok bisah ngelek ya,negatif,,,,,,
gamenya kebanyakan gangguan main di reng musuh demegnya cuman sudah bisa ngekil lah aku demegnya yang musuhnya tidak mati musuhnya game jelek,negatif,,,,,,
sangat bagus dan tidak ngeleg aku sangat suka dengan permainan ff meskipun tidak ada pintu tapi nomor satu diperbarui nya juga bagus tapi mb nya tolong di kurangi ya garena tolong ya tolong di kurangi ya mb nya kalau di kurangi pasti banyak yang download,negatif,,,,,,
garena tolong lah saya setiap bermain pasti jaringan nya jelek pdahal saya baru bayar wifi terus aku lagi main rank aduh sinyal nya tolong perbaik terus itu gangguan damage juga perbaikan saya setiap mengheadsot akan orang pasti tidak mati tolong ya perbaikan lama aku jadi tidak nyaman main ff,positif,,,,,,
game nya bagus banget aku suka game gratis fire soal nya gam nya map nya luas dan grafik sih lumayan bagus lah pokok nyaa,positif,,,,,,
buat developer tolong dong diperbaikin lagi gangguan a langit kuning dan suka ngecrash sendiri sangat mengganggu dalam permainan terus tidak usah tambah fitur tombol di custom hud tidak enakin banget kebanyakan tombol a,negatif,,,,,,
getar tidak jelas orange screen tidak jelas gangguan apa ini tidak cuma sekali tiap main keluar terus tidak jelas main pelayanan pelanggan dapat tim trol tolong lah bagusin gangguan yang tidak jelas begini sumpah tidak nyaman kalau sudah bagus we kasih bintang,negatif,,,,,,
halo minimal tolong samain kontrol pas bagusin sama yang aslinya minimal terus gangguan ves nya minimal tolong jugak di pelayanan pelanggan asyik dapat gangguan ves padahal sudah belik level tetap saja dia level dua tolong minimal,negatif,,,,,,
saya hanya ingin gangguan nya di perbaiki dan gangguan demeg pun di perbaiki dan kasih lawan yang stimpal jangan teman bot lawan nya jago tidak adil dan satu lagi tolong lah game ini dikurangi penyimpanannya sudah tidak sanggup nih handphone ram,negatif,,,,,,
wajar ini game sudah sepi login saja susah tidak masuk main game lain enak saja masuk nya sinyal kencang ff,negatif,,,,,,
saja nih anak gaul nih anak muda yang bisa buat apa ya allah terima kasih juga bisa kali saja deh kalau ada waktu itu adatekan yang lama untuk memperbaiki mengunciusap ke kiri atau ke kanan untuk menghapus kartu,negatif,,,,,,
halah game rusak makin kesini bahkan banyak gangguan mana lagi banget lagi jaringan nya padahal nonton tiktok lancar saja gratis fire pantas disebut game mati,positif,,,,,,
garena perbaikan ini akan aku mau main battle royale akan tapi honor score aku habis lalu aku main battle royale lain aku naik akan tiba pas ronde selanjutnya bahkan turun tolong di perbaikan kalau tidak ini game bakal jelek,netral,,,,,,
sejak game nya dijual banyak gangguan saya yang biasa vs sekarang tidak berani karena gangguan sudah knock orang tiba hidup ketiganya kembali ingin looting cepat bahkan tidak bisa digeser geser layar handphone saya ngestuck karena nekan looting cepat sudahlah gamenya sebentar lagi mati,negatif,,,,,,
game nya sudah bagus tapi tolong lah jangan kasih team yng rank nya di bawah kita setidaknya rank nya sama biar tidak ada yng jadi beban,negatif,,,,,,
gamenya lambat padahal sinyal nya sudah bagus tapi pingnya selalu di atas aku kayaknya kurang suka sama tombol tembaknya terkadang aku mau nembak tapi tidak bisa pas masang gloo wal juga begitu,negatif,,,,,,
gratis tidak semakin seru kare nya apa karena garena yang memberikan hoki sama yang tidak pernah sholat yang solat waktu tidak di kasih hoki tapi yang tidak pernah nah sholat kali saja di kasih hoki terus sudah lah garena sudah kesal aku ngabisin uang buat mendapatkan sepinan event yang baru,positif,,,,,,
tolong lah garena bikin game gratis fire ini sama seperti mobilegend bisa di cadangkan ke goggle fb dan lain kadang banyak yang fb nya kesesi permanen jadi kasihan tidak bisa login jika bisa di cadangkan ke akun goggle dan fb juga enak bisa masih login jika salah satu akun ke sesi,positif,,,,,,
di handphone aku kok sekarang selalu ngebak tiba berhenti tolong di perbaikan sebelum berhenti biasanya ada cahaya kuning,negatif,,,,,,
hei garena ini bagaimana sih pas mau main pelayanan pelanggan tiba kalah jaringan ping bintang turun musuhnya jago semua tolong perbaikan garena,positif,,,,,,
gmae apa nih masa saya ingin masuk tapi ada tulisan koneksi error padahal koneksi saya bagus terus pas berhasil masuk pas saya ingin login pakai google eh bahkan yang muncul login gagal pantes game jelek dan jelek,negatif,,,,,,
