ulasan_clean,sentimen
apalah ini game kocak habis diperbarui bukannya makin bagus bahkan makin agak lain masa bot nya makin jago botnya otomatis aim bisa ngelooting terus damage nya tidak ngotak kalau diperbarui tu yang bner dong sudah itu tembakan botnya bisa nembus glowall tembok garena nya tidak bisa ngitung damage sudah msuhnya tidak mati,-1
sering terjadi sinyalnya error padahal dibuat aplikasi dan game lain lancar waktu main ketemu musuh sinyal tiba hilang tapi pas sudah mati sinyalnya ada lagi akan bikin marah membuat player marah sama dengan berbuat dosa jika tidak segera dibenarkan maka sama saja developer berbuat dosa terus menerus,-1
saya suka banget sama gratis fire old tapi sekarang kurang old lagi tapi tidak papalah yang penting main tapi lebih enak ada dangernya yang merah itu lo yang gratis fire old inget pokoknya dahulu event nya mantap lah oke assalamualaikum warahmatullahi wabarakatuh by orang baik,1
game nya bagus tapi diperbarui terbaru kali ini tiba ngefreeze pas main terus main sudah pakai wifi tapi tiba dahulu pas main pakai kuota santai saja sinyalnya sekarang serasa beda ada bug sama sinyal,-1
kalau ngupdet yang benar lah garena update kayak ajinnk bner bnya btul harus di atur dari luar game kan tolol,-1
game nya bagus saya suka main game ini setiap hari,1
grafik nya bagus bisa mabar jadi aku kasih bintang,-1
setelah diperbarui ini kok sering tiba tidak bisa gerak minimal itu njengkelin banget lagi war tiba tidak bisa gerak alias frame drop woy benerin tidak,-1
gamenya terbaru tapi karena diperbarui terbaru jadi susah mainnya,-1
setelah diperbarui terbaru ff makin rusak cuyy aim nya tidak nempel tiap mau emote sering stuck,-1
habis diperbarui bukannya baik bahkan makin rusak aku dari habis diperbarui main kalah mulu mana dapat team dark sistem lagi padahal sebelum diperbarui aku jarang dapat dark sistem eh pas habis diperbarui bahkan dapat dark sistem mana dari habis diperbarui sampai sekarang aku belum pernah menang sskali lagi pelayanan pelanggan nya rusak masa aku tiap main pelayanan pelanggan dapatnya setim sama dark sistem terus lawannya player semua untuk diperbarui kali ini rusak parah tidak ada baiknya,-1
game apa ini sinyal delay di diperbarui bukannya makin bagus bahkan makin nge bug,-1
selama afdet in bukan baik bahkan makin rusuk bahkan mkin mjdi kalau game cuma anak tahun ke bawah kmbalikn yang sebelum nya,-1
lumayan oke tapi tolong hilangin bug nya terus kadang sinyal nya tiba padahal bagus saja jaringannya dan tlong kalau sudah tinggi rank nya musuh nya jangan kuat soalnya jadi susah naikin nya lagi cuma segitu sih keluhannya oke semoga makin sukses garena,-1
game rusak jangan main jaringan bagus tapi masih saja ngeleg,1
teruntuk garena fire tolong matikan atau hilangkan otomatis tembak setelah ganti senjata tanpa melepas tombol tembak karena itu bahkan menganggu ataupun bisa di buatkan menu pilihan otomatis tembak on off di menu kontrol terima kasih,-1
jelek banyak diperbarui bukan nya bagus bahkan tambah jelek tidak jelas game burik apa game begini diperbarui makin tidak jelas,-1
tolong lah updatenya yang bagus menarik pemain biar makin betah baru di diperbarui bahkan lagsendiri bikin bosen main jadinya,-1
pas apdet terbaru ini suka patah padahal jaringan nya lancar dan ada bug kamera jadi tolong perbaikan garena,1
kontrol ya susah dan para musuhnya neken mulu terima kasih buat game ya,-1
game stres kntol selesai diperbarui demage bot jadi tidak ngotak poke lah,-1
the terbaik gaming cocok buat muda mudi yang suka tantangan apa lagi kayak perang grafik oke tapi kadang masih ada bug yang harus di benerin dan tolong dong garena diperbarui fitur biar para pemain tidak bisa nge bug di dalam bangunan atau di luar map jujur kadang susah banget mencari musuhnya kalau beberapa musuh memilih nge bug sembunyi,-1
selama bermain gratis fire dari dahulu seru tapi sekarang membosankan karena karakter di nerf kenapa tidak di buff kalau di nerf akan banyak yang tidak suka dari senjata juga di nerf kenapa tidak di buff dan dari itu game ini banyak sekali bug yang membingungkan pemain seperti bug masuk tembok dengan sendirinya kalau diulangi lagi pasti akun kita ke suspend permanen dan bug damage itu sangat bikin pemain emosi masak nembak handphone tapi dia tidak mati saat dideketin musuhnya bahkan kita yang mati mohon perubahan,-1
game perang kok banyak skil yang tidak logis sekalian saja bikin skil kame ha biar kayak goku,-1
gemyang seru dan keren tapi ada masalah bug yang cukup parah mohon untuk diantisifasi,-1
game haram makin diperbarui makin buruk senjata baru sangat buruk harus di nerf sekarang seluncuran tidak guna menganggu war game cacat,-1
seru tapi dikit sinyal merah dikit sinyal merah jadi hilangin mood main padahal sinyal bagus tapi di game gerak dikit langsung merah sinyalnya,-1
jaringan selalu mines saat game sedang berjalan aplikasi kok tambah jelek suka berhenti saat main,-1
untuk game gratis fire nya sudah sangat bagus untuk diperbarui nya juga sangat bagus tapi kalau diperbarui sinyal internet nya suka menurun tiba lambat tapi lancar lagi mungkin itu saja untuk kerusakan di game nya semoga garena bisa memperbaiki,1
selalu masalah jaringan apabila semua di unduh game sangat berat padahal handphone ram,1
game ya sangat bagus biasa mabar tapi sat kita lagi perang kadang jarang juragan semoga di perbaiki agar ff semakin ramai,-1
di diperbarui bahkan makin jlek tidak jelas banyak yang pakai aim bot banyak yang pakai scrif jadi malas pantes banyak yang pindah game,-1
game nya bagus tapi kalau di apdet banyak yang hilang glowel otomatis sekarang ada yang baru,1
ep tambah burik banyak pemain old yang pensi gara bandel terus di keluar in tolong lah garena kasih kembali epep yang dahulu,-1
bagus game nya tidak bikin bosen main dari awal sampai akhir,-1
di diperbarui makin tidak jelas nih game kadang ngestuck sendiri leg tiba padahall handphone bagus sinyal bagus apalagi kalau ada musuh beuh tiba naik sinyal nya padahal bagus sinyal nya sebenarnya tapi di ff nya jelek sinyal nya terus kalau mau ngunjungi web event keluar sendiri apalagi kalau mau ganti akun google juga keluar sendiri tolong lah kalau diperbarui jangan cuman mikirin event dong kenyamanan main game itu nomor satu kalau kayak begini terus ya makin banyak yang pensi,-1
gamenya bagus dan diperbarui sekarang alhamdulillah sudah lebih baik lagi tapi tetap masih ada kekurangannya seperti spin di luck royal sangat menguras diamond jadi wajarlah banyak yang pensi karena susah dapat skin terbaru pemerasan,-1
game nya bagus sih mantap tergantung grafiknya kalau bisa minimal bikin event geratis direct message kayak dahulu minimal biar tambah semangat mainnya,-1
gemnya sangat bagus dan seru bisa mabar sama teman pula pokoknya paling top deh,-1
tolong mending ff yang dahulu karena dahulu ramai sekarang sepi sekarang makin burik mending kayak dahulu saja bagus peak kembali in,-1
permainan ini seru sekali dan juga menyenangkan,1
terima kasih ya ini game sudah bikin saya senang tapi sejujur nya saya habis gacha tidak pernahh dapat atau hiki ya walau kadang hoki nya saya mau mendapatkan skin sg mata elang susah sampai direct message sisa dan habis ini paling saya mau pindah game terima kasih ya deh ff,1
game kocak saya diperbarui langganan bahkan tidak dapat direct message nya pas lapor di web resmi tiket nya di tolak dengan alasan saya bot dari mana padahal bukti saya kuat banget memang dasar nya web tidak pernah di perbaikan jadi ampas banget saya camkan sekali lagi saya mau dana nya di refund kalau direct message nya tidak sampai × jam direct message tidak pernah saya pakai samsek baru juga di klaim box nya tidak saya buka pas login balik tidak ada apa di pesan pas cek transaksi pembayaran berhasil,1
game ini seru tapi akunku yang ke hilang lagi mau pensi tapi bosan mau main apa nantinya terpaksalah aku mendownload epep lagi hehheh,-1
tolong lah di kasih tim yang setara jangan di kasih tim bot mulu terus kalau di mode pelayanan pelanggan hilangin lah item yang tidak adil contoh mini turet masa di musuh saja yang di kasih bikin pengalaman main makin buruk sudah di kasih tim bott terus main nya tidak adil karena musuh dapat bantuan mini turet hilangin saja lah mini turet,-1
saya sudah lama main jadi saya sudah tahu bagus atau tidak game ini bagus sekali dan sangat bagus tapi sen jata terbaru sg satu peluru itu tidak bagus sih menurut saya itu saja terima kasih,-1
game nya seru tapi buat ff berat untuk handphone kentag,1
game burik bikin sakit mata jaringan bagus tapi aim tidak ngotak masa kena kepala tidak mati banyak player ngendok,-1
mohon untuk pihak developer game di diperbarui terbaru ini banyak sekali bug yang saya temui terutama bug double touch pada kontrol sayaa sebagai player merasa terganggu dengan bug tersebut jadi saya mohon pada developer game untuk memperbaiiki secepat nya,1
diperbarui bukannya tambah bagus malahh buat buriq yang benar dong minimal tidak niat banget buat game mya,-1
di diperbarui bukanya tambah bagus bahkan jaringan nya lambat padahal sinyal bagus dan paling menjengkelkan saat ketemu musuh sinyal merah terus pas sudah mati bahkan sinyalnya bagus tolong di perbaiki lagi,-1
kalau main suka nge stuk diam sebentar terus tolong cepat bnrnin bug nya,-1
semenjak updetan terbaru bikin kesal main nya apa lagi ada seluncur an bikin tidak jls tlong di hapus minimal untuk kenyamanan bermain game terima kasih,1
tolong ini ff kok makin kesini makin asal asalan main nglek terus padahal jaringan normal tolong di perbaikan,1
gratis fire adalah game batlle royal terbaik menurut saya tambah seru apabila main bareng sama teman harapan saya semoga gratis fire dapat lebih maju kedepan nya,1
semenjak diperbarui sekarang makin tidak jls ini game kalau tidak bisa diperbarui game tidak usah di diperbarui garena game paling jlk di dunia,1
apa sekarang ada seluncuran es tidak jelas ganggu banget pas maen pelayanan pelanggan renk tidak beramanfaatt yang ada bikin rumit sama kesel sering nyangkut,-1
minimal demi apa setelah diperbarui nge lagi nya tambah parah tb nge stuck pas lagi maen begitu trss padahal sebelum diperbarui cuman lambat macet biasa itupun sesaat saja lah ini parah sampai tidak bisa nembak karena benar stuck seperti kejeda begitu,-1
game sangat seru dan menarik tapi kalau hadiah harian harus bukak semua emote pakaian dan diamond,1
mohon kepada garenya tolong map bermuda dikembalikan seperti dahulu karena sekarang banyak yang sudah pensi karena perubahan ff di mengerti ya,-1
tolong kembalikan peak seperti dahulu kami player old ingin bernostalgia kembali,1
pihak garena tolong benar akan texs nya punya saya buka bahasa indo tapi tulisan nya txt,-1
game nya seru banget dan bagus terima kasih minimal,1
setelah diperbarui bukanya tambah bagus bahkan tambah burik,-1
ini kenapa ada setelah diperbarui akun saya kena blacklist ane banget deh kecewa saya sama diperbarui terbaru epep,-1
game isinya player beban anak kecil tolol saya yang tidak memiliki teman untuk bermain sering bermain sendiri tapi tetap saja ketemunya player dengan skil goblk saya seperti bermain vs dimode cr rank tolong satukan tim dengan tim baik,-1
apalah server beli main murni padahal game aneh,-1
mohon maaf geme nya tolong di perbaikan lagi setelah diperbarui makin tidak jelas,1
setelah diperbarui ini semua nya jadi nge bug dari senjata sinyal karakter damage tidak ada data riwayat pertadingan mohon di perbaiki dengan benar ya minimal kok diperbarui yang ini makin parah,-1
gamanya lagi untuk handphone saya tolong bagi handphone baru untuk saya tolonglah garena saya susah nak main ff atau jangan bagi lagi,-1
diperbarui yang tidak bagus dan banyak yang aneh,-1
diperbarui an macam apa ini sering banget macet sendiri anjirr garena yang benar kalau mau diperbarui benaran dahulu diperbarui an nyaa biar enak maen epep,1
kalau memberikan up yang lebih bagus lagi minimal soal nya setiap habis up pasti handphone daya selalu lagi padahal gme nya cuman ff lagi dan map yang old tolong di balikan lagi sudah sih itu saja,-1
segitu dahulu lain waktu kalau mood saya bagus saya tambahin,-1
garena tolong sosial dan ff nya dibuat kayak dahulu lagi soalnya handphone saya patah,-1
game semakin di diperbarui semakin rusak apalagi diperbarui an yang sekarang ini des enak lari tiba lengket dan macet begitu makin jengkel pas lagi war tiba macet aduh,-1
game rusakk habis diperbarui bahkan banyak bug damage sudah di gloowoll masih tembus,1
game nya jadi tambah tidak jelas bikin malas maininnya entah kenapa setelah updatetan terbaru terkadang tiba macet untuk persekian detik lihat jaringan normal dan itu setiap gameplay terkadang bikin kesal pas war bahkan begitu hadeh gaje amat,1
kenapa suka ngestack sampai dtk atau dtk sih lagi perang tiba ngestack tolong di perbaikan lah jadi makin malas main sudah,-1
game makin alai ajah tolong di normalin saja bujang,1
sudah sekali ukuran nya jadi gb in ajjh banyak di apdet mulu bagus tidak di apdet mulu bahkan banyak papat saya kecewa banget,1
patah game buriq lepas diperbarui bahkan tambah rusak ini game,-1
apalah di diperbarui makin aneh ajaa sinyal kok bisa nyk ngelagg lawakk banget,-1
kenapa saya tidak bisa login padahal saya tidak pernah pakai aplikasi ke dan saya selalu bermain dengan benar baik itu cara main ataupun atitude dalam game padahal saya main sudah lama,-1
kenapa habis diperbarui selauu nge bug ini gamee tidak lebih bagus bahkan lebih konyol,-1
mohon ini game jangan terlalu banyak yang di perbarui kasian sama anak zaman sekarang handphone nya pada error semua,-1
kebanyakan diperbarui mb besar ngabisin data masalah jaringan banyak bug handphone ram tidak bisa main ff bagaimana coba ketimbang kayak begini saya pensi main ff terima kasih gratis fire telah menghibur saya,1
ada masalah sedikit dari segi gameplay nya yaitu masalah setiap ngeranked pelayanan pelanggan rank bahkan setiap ngrakend pelayanan pelanggan selalu dapat tim tidak jelas mohon di perbaikan dari segi gameplay nya sering kali dapat tim bot,-1
setelah diperbarui game nya makin lagi kadang ngestuk tolong perbaikan lagi garena game nya kurang nyaman,1
ff setelah diperbarui makin aneh lihat saja map bermudanya ada perosotan begitu pula enak lah musuh yang jauh tidak sampai datang dapat senjata kamu yang sampai baru saja luting sudah digas sama musuh pakai perosotan haram tidak semangat saya main udahlah tahun ini tidak usah main ranked lagi main pelayanan pelanggan saja lagi garena tidak mikirin player baru main ada perosotan yang baru main bisa saja mati bintang,-1
